show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,full_text,clean_text
s502,Movie,Mama Drama,Seyi Babatope,"Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola",,"July 7, 2021",2020,TV-MA,105 min,"Dramas, International Movies","After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.","Movie. Mama Drama. Seyi Babatope. Osas Ighodaro, Kunle Remi, Kehinde Bankole, Femi Adebayo, Shaffy Bello, Adunni Ade, Chinyere Wilfred, Olive Emodi, Rekiya Attah, Opeyemi Ayeola. nan. July 7, 2021. 105 min. 105 min. Dramas, International Movies. After years of fertility issues and her mother-in-law's nagging, a woman hires her assistant as a surrogate. But things don’t go as smoothly as planned.",movie mama drama seyi babatope osas ighodaro kunle remi kehinde bankole femi adebayo shaffy bello adunni ade chinyere wilfre olive emodi rekiya attah opeyemi ayeola july min min dramas international movie year fertility issue mother law nag woman hire assistant surrogate thing not go smoothly plan
s503,Movie,Tango With Me,Mahmood Ali-Balogun,"Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes",Nigeria,"July 7, 2021",2010,TV-14,104 min,"Dramas, International Movies, Romantic Movies",A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.,"Movie. Tango With Me. Mahmood Ali-Balogun. Genevieve Nnaji, Joseph Benjamin, Joke Silva, Tina Mba, Ahmed Yerima, Bimbo Manuel, Sade Alder-Hayes. Nigeria. July 7, 2021. 104 min. 104 min. Dramas, International Movies, Romantic Movies. A newly married couple journeys through self-discovery and healing while dealing with the aftermath of a traumatic event on their wedding night.",movie tango I mahmood ali balogun genevieve nnaji joseph benjamin joke silva tina mba ahmed yerima bimbo manuel sade alder hayes nigeria july min min dramas international movie romantic movie newly married couple journey self discovery healing deal aftermath traumatic event wedding night
s504,TV Show,The Mire,Jan Holoubek,"Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek",Poland,"July 7, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.","TV Show. The Mire. Jan Holoubek. Andrzej Seweryn, Dawid Ogrodnik, Zofia Wichłacz, Magdalena Walach, Piotr Fronczewski, Agnieszka Żulewska, Ireneusz Czop, Zbigniew Waleryś, Jacek Beler, Nel Kaczmarek. Poland. July 7, 2021. 2 Seasons. 2 Seasons. Crime TV Shows, International TV Shows, TV Dramas. In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious.",tv show mire jan holoubek andrzej seweryn dawid ogrodnik zofia wichacz magdalena walach piotr fronczewski agnieszka zulewska ireneusz czop zbigniew walery jacek beler nel kaczmarek poland july season season crime tv show international tv show tv drama earlys polish town prostitute youth leader find kill police handle case make two journalist suspicious
s505,TV Show,The War Next-door,,"Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas",,"July 7, 2021",2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies","When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.","TV Show. The War Next-door. nan. Vanessa Bauche, Ana Layevska, Mark Tacher, Pascacio López, Elyfer Torres, Armando Said, Christian Vazquez, Marco León, Loreto Peralta, Isabella Patrón, Sara Isabel Quintero, Cecilia de los Santos Vargas. nan. July 7, 2021. 1 Season. 1 Season. International TV Shows, Spanish-Language TV Shows, TV Comedies. When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",tv show war next door vanessa bauche ana layevska mark tacher pascacio lopez elyfer torre armando say christian vazquez marco leon loreto peralta isabella patron sara isabel quintero cecilia de los santos vargas july season season international tv show spanish language tv show tv comedy two antagonistic family end live next door posh neighborhood matriarch ensue full scale war unintended consequence
s506,Movie,Therapy,"Anurin Nwunembom, Musing Derrick","Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla",,"July 7, 2021",2020,TV-PG,85 min,"Dramas, International Movies",A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.,"Movie. Therapy. Anurin Nwunembom, Musing Derrick. Richard Mofe-Damijo, Ireti Doyle, Ermelinde Simo Sakah Jing, Alenne Menget, Syndy Emade, Lucie Memba Boss, Neba Godwill Awantu, Otia Vitalis, Flora Ndula Obassi, Merits Kayla. nan. July 7, 2021. 85 min. 85 min. Dramas, International Movies. A young dysfunctional couple tries to patch up their relationship through sessions with a highly unconventional therapist.",movie therapy anurin nwunembom muse derrick richard mofe damijo ireti doyle ermelinde simo sakah jing alenne menget syndy emade lucie memba boss neba godwill awantu otia vitali flora ndula obassi merit kayla july min min dramas international movie young dysfunctional couple try patch relationship session highly unconventional therapist
s507,Movie,This Little Love Of Mine,Christine Luby,"Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner",Australia,"July 7, 2021",2021,TV-G,92 min,"International Movies, Romantic Movies",A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.,"Movie. This Little Love Of Mine. Christine Luby. Saskia Hampele, Liam McIntyre, Lynn Gilmartin, Craig Horner. Australia. July 7, 2021. 92 min. 92 min. International Movies, Romantic Movies. A workaholic lawyer returns to her island home to convince an old friend to take over his family’s company — but rekindled feelings soon get in the way.",movie little love mine christine luby saskia hampele liam mcintyre lynn gilmartin craig horner australia july min min international movie romantic movie workaholic lawyer return island home convince old friend take familys company rekindled feeling soon get way
s508,Movie,Three Thieves,Udoka Oyeka,"Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna",,"July 7, 2021",2019,TV-14,108 min,"Comedies, International Movies","Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels.","Movie. Three Thieves. Udoka Oyeka. Koye Kekere Ekun, Shawn Faqua, Frank Donga, Lucianne Akpabio, Shaffy Bello, Angel Unigwe, Kalu Ikeagwu, Enado Odigie, Wofai Egu Ewa, Eric Obinna. nan. July 7, 2021. 108 min. 108 min. Comedies, International Movies. Frustrated at work, three young men use a case of mistaken identity to pull off a seemingly simple crime – but their scheme comically unravels.",movie three thief udoka oyeka koye kekere ekun shawn faqua frank donga lucianne akpabio shaffy bello angel unigwe kalu ikeagwu enado odigie wofai egu ewa eric obinna july min min comedy international movie frustrate work three young man use case mistaken identity pull seemingly simple crime scheme comically unravels
s509,Movie,A Land Imagined,Yeo Siew Hua,"Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan","France, Netherlands, Singapore","July 6, 2021",2019,TV-MA,95 min,"Dramas, International Movies",A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.,"Movie. A Land Imagined. Yeo Siew Hua. Peter Yu, Liu Xiaoyi, Guo Yue, Ishtiaque Zico, Jack Tan. France, Netherlands, Singapore. July 6, 2021. 95 min. 95 min. Dramas, International Movies. A cop in Singapore investigates the disappearance of a Chinese migrant construction worker who spent sleepless nights playing a mysterious video game.",movie land imagine yeo siew hua peter yu liu xiaoyi guo yue ishtiaque zico jack tan france netherlands singapore july min min dramas international movie cop singapore investigate disappearance chinese migrant construction worker spend sleepless night play mysterious video game
s510,TV Show,Ask the StoryBots,,"Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis",United States,"July 6, 2021",2019,TV-Y,3 Seasons,Kids' TV,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.","TV Show. Ask the StoryBots. nan. Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill, Gregg Spiridellis, Evan Spiridellis. United States. July 6, 2021. 3 Seasons. 3 Seasons. Kids' TV. Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.",tv show ask storybot judy greer erin fitzgerald fre tatasciore jeff gill gregg spiridellis evan spiridelli united states july season season kid tv five curious little creature track answer kid big question like night happen need brush tooth
s511,TV Show,Between,,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,"July 6, 2021",2016,TV-14,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.","TV Show. Between. nan. Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro. Canada. July 6, 2021. 2 Seasons. 2 Seasons. International TV Shows, TV Dramas, TV Mysteries. After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",tv show jennette mccurdy jesse carere ryan allen justin kelly kyle mac jack murray brooke palsson jim watson wesley morgan krystal hope nausbaum shailene garnett canute gome sarah podemski shailyn pierre dixon jesse bostick steven grayhm percy hynes white mercede morris samantha munro canada july season season international tv show tv drama tv mystery mysterious disease kill every resident year old survivor town must fend government quarantine
s512,TV Show,Chelsea,,,United States,"July 6, 2021",2017,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.","TV Show. Chelsea. nan. nan. United States. July 6, 2021. 2 Seasons. 2 Seasons. Stand-Up Comedy & Talk Shows, TV Comedies. It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",tv show chelsea united states july season season stand comedy talk show tv comedy not first talk show first kind idea people place fascinate unique style
s513,TV Show,Code Lyoko,,"Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux","France, Belgium","July 6, 2021",2007,TV-Y7,4 Seasons,Kids' TV,"After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.","TV Show. Code Lyoko. nan. Raphaelle Bruneau, Sophie Landresse, Marie-Line Landerwyn, Géraldine Frippiat, Carole Baillien, Bruno Mullenaerts, Frédéric Meaux. France, Belgium. July 6, 2021. 4 Seasons. 4 Seasons. Kids' TV. After discovering a parallel universe hidden inside a supercomputer, four students must stop a renegade virus from destroying the secret world.",tv show code lyoko raphaelle bruneau sophie landresse marie line landerwyn geraldine frippiat carole baillien bruno mullenaert frederic meaux france belgium july season season kid tv discover parallel universe hide inside supercomputer four student must stop renegade virus destroy secret world
s514,TV Show,Colony,,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter",United States,"July 6, 2021",2018,TV-14,3 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.","TV Show. Colony. nan. Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter. United States. July 6, 2021. 3 Seasons. 3 Seasons. TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy. When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",tv show colony josh holloway sarah wayne callie peter jacobson amanda righetti tory kittle isabella crovetti alex neustaedter united states july season season tv action adventure tv drama tv sci fi fantasy la invade outside force become wall settlement former fbi agent wife risk everything find lose son
s515,TV Show,Cuckoo,,"Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith",United Kingdom,"July 6, 2021",2019,TV-MA,5 Seasons,"British TV Shows, International TV Shows, TV Comedies","Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.","TV Show. Cuckoo. nan. Andy Samberg, Taylor Lautner, Greg Davies, Helen Baxendale, Tamla Kari, Tyger Drew-Honey, Esther Smith. United Kingdom. July 6, 2021. 5 Seasons. 5 Seasons. British TV Shows, International TV Shows, TV Comedies. Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family.",tv show cuckoo andy samberg taylor lautner greg davy helen baxendale tamla kari tyg drew honey esther smith united kingdom july season season british tv show international tv show tv comedy rachel shock proper british parent marry american hippie first series surprise family
